Result1, Result2,   Result3,   Result
29.00,         444.00,         2590.00,         3
7.00,         391.00,         1325.00,         2
73.00,         157.00,         1337.00,         2
17.00,         491.00,         2539.00,         3
47.00,         118.00,         1840.00,         2
44.00,         218.00,         2754.00,         3
5.00,         411.00,         2001.00,         3
21.00,         273.00,         2528.00,         3
43.00,         441.00,         576.00,         3
3.00,         260.00,         2004.00,         3
47.00,         266.00,         1136.00,         2
31.00,         450.00,         939.00,         2
26.00,         201.00,         2288.00,         3
72.00,         409.00,         626.00,         3
37.00,         260.00,         702.00,         1
57.00,         304.00,         2510.00,         3
26.00,         140.00,         1481.00,         2
17.00,         376.00,         2742.00,         3
13.00,         366.00,         1464.00,         2
27.00,         118.00,         877.00,         1
45.00,         204.00,         1732.00,         2
29.00,         330.00,         951.00,         2
4.00,         223.00,         1752.00,         2
28.00,         462.00,         2921.00,         3
60.00,         291.00,         704.00,         1
73.00,         317.00,         539.00,         1
31.00,         492.00,         2286.00,         3
72.00,         440.00,         982.00,         3
16.00,         233.00,         1479.00,         2
67.00,         491.00,         2655.00,         3
41.00,         48.00,         1720.00,         2
61.00,         197.00,         1371.00,         2
45.00,         464.00,         2919.00,         3
76.00,         280.00,         1001.00,         2
75.00,         435.00,         676.00,         2
2.00,         466.00,         2168.00,         3
8.00,         271.00,         2434.00,         3
22.00,         282.00,         687.00,         1
75.00,         221.00,         2252.00,         3
66.00,         304.00,         784.00,         3
2.00,         367.00,         2985.00,         3
69.00,         48.00,         1589.00,         2
10.00,         27.00,         1202.00,         2
2.00,         497.00,         2115.00,         3
14.00,         380.00,         1095.00,         2
28.00,         435.00,         1633.00,         2
38.00,         368.00,         2765.00,         3
40.00,         174.00,         2674.00,         3
33.00,         105.00,         772.00,         1
72.00,         345.00,         2321.00,         3
14.00,         158.00,         1914.00,         2
67.00,         72.00,         2934.00,         3
66.00,         341.00,         792.00,         3
23.00,         484.00,         2729.00,         3
12.00,         20.00,         2698.00,         3
44.00,         225.00,         2085.00,         3
47.00,         408.00,         830.00,         3
5.00,         195.00,         2482.00,         3
46.00,         396.00,         1437.00,         2
53.00,         339.00,         2572.00,         3
27.00,         51.00,         2608.00,         3
31.00,         227.00,         1676.00,         2
18.00,         489.00,         1757.00,         2
32.00,         349.00,         2866.00,         3
40.00,         154.00,         808.00,         1
33.00,         104.00,         1163.00,         2
76.00,         100.00,         1825.00,         2
64.00,         295.00,         1425.00,         2
39.00,         149.00,         1917.00,         2
34.00,         354.00,         693.00,         2
56.00,         9.00,         1344.00,         2
15.00,         200.00,         2892.00,         3
48.00,         312.00,         1958.00,         2
28.00,         111.00,         1436.00,         2
66.00,         471.00,         1640.00,         2
10.00,         388.00,         2023.00,         3
58.00,         172.00,         2992.00,         3
30.00,         176.00,         1505.00,         2
9.00,         22.00,         1629.00,         2
21.00,         468.00,         2039.00,         3
74.00,         159.00,         2969.00,         3
79.00,         112.00,         711.00,         1
35.00,         139.00,         2435.00,         3
5.00,         439.00,         1275.00,         2
55.00,         407.00,         2306.00,         3
16.00,         63.00,         556.00,         1
42.00,         0.00,         1562.00,         2
29.00,         494.00,         2850.00,         3
11.00,         75.00,         2414.00,         3
77.00,         412.00,         684.00,         3
20.00,         33.00,         1075.00,         2
78.00,         280.00,         1077.00,         2
47.00,         424.00,         2962.00,         3
33.00,         336.00,         2096.00,         3
69.00,         184.00,         2293.00,         3
43.00,         452.00,         667.00,         3
29.00,         1.00,         1155.00,         2
39.00,         98.00,         1007.00,         2
19.00,         1.00,         653.00,         1
45.00,         158.00,         2132.00,         3
8.00,         86.00,         1221.00,         2
19.00,         209.00,         1826.00,         2
25.00,         43.00,         1330.00,         2
54.00,         435.00,         2505.00,         3
19.00,         341.00,         713.00,         3
56.00,         89.00,         707.00,         1
4.00,         129.00,         1418.00,         2
12.00,         492.00,         2535.00,         3
54.00,         241.00,         1824.00,         2
